quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
5,il07,Israel,2007,24456,46426,32366,3237,13557,2926,2926,.,407,407,.,0,.,.,3237,13557
6,il07,Israel,2007,26820,48933,33130,2966,14517,2547,2547,.,348,348,.,142,.,.,2966,14517
7,il07,Israel,2007,29304,59574,39575,2154,19741,3544,3544,.,920,920,.,21,.,.,2154,19741
8,il07,Israel,2007,31728,52903,39295,5125,13851,1990,1990,.,1035,1035,.,22,.,.,5125,13851
9,il07,Israel,2007,33162,61797,47159,6329,13969,3497,3497,.,2072,2072,.,48,.,.,6329,13969
10,il07,Israel,2007,34584,61493,45229,6094,16161,3039,3039,.,1468,1468,.,93,.,.,6094,16161
11,il07,Israel,2007,36132,63058,45408,4854,17256,2716,2716,.,2043,2043,.,31,.,.,4854,17256
12,il07,Israel,2007,37644,66982,50253,4700,16160,3198,3198,.,1065,1065,.,94,.,.,4700,16160
13,il07,Israel,2007,39312,67200,51342,3362,18997,5184,5184,.,1700,1700,.,331,.,.,3362,18997
14,il07,Israel,2007,41340,75032,56190,4563,18789,5958,5958,.,3206,3206,.,112,.,.,4563,18789
15,il07,Israel,2007,43200,65655,46981,4292,19251,2484,2484,.,2074,2074,.,137,.,.,4292,19251
16,il07,Israel,2007,45132,72879,55264,5987,17436,3529,3529,.,2949,2949,.,1022,.,.,5987,17436
17,il07,Israel,2007,47040,79064,62820,8996,15999,3955,3955,.,1590,1590,.,67,.,.,8996,15999
18,il07,Israel,2007,48315,77998,60817,5909,17232,4225,4225,.,2444,2444,.,34,.,.,5909,17232
19,il07,Israel,2007,49731,71405,56351,7359,15054,3022,3022,.,1907,1907,.,0,.,.,7359,15054
20,il07,Israel,2007,51432,100089,78848,5727,20622,3459,3459,.,3715,3715,.,622,.,.,5727,20622
21,il07,Israel,2007,53434,81752,63100,6059,18583,2156,2156,.,3311,3311,.,513,.,.,6059,18583
22,il07,Israel,2007,55056,78029,62184,7275,15448,3936,3936,.,2384,2384,.,559,.,.,7275,15448
23,il07,Israel,2007,57108,88343,66080,6129,22263,4276,4276,.,2436,2436,.,257,.,.,6129,22263
24,il07,Israel,2007,58680,94316,73803,4446,20148,4565,4565,.,2813,2813,.,340,.,.,4446,20148
25,il07,Israel,2007,60409.5,80506,59891,4222,20170,3516,3516,.,1587,1587,.,212,.,.,4222,20170
26,il07,Israel,2007,62001,90334,70638,5427,19486,2831,2831,.,3710,3710,.,53,.,.,5427,19486
27,il07,Israel,2007,63732,94493,74941,6762,19552,3428,3428,.,2994,2994,.,1214,.,.,6762,19552
28,il07,Israel,2007,65425,94143,71144,6592,22808,2286,2286,.,3319,3319,.,180,.,.,6592,22808
29,il07,Israel,2007,67135,90067,72441,7693,17626,3262,3262,.,1537,1537,.,88,.,.,7693,17626
30,il07,Israel,2007,69160,89330,66940,3763,22390,5388,5388,.,3490,3490,.,66,.,.,3763,22390
31,il07,Israel,2007,71129,103793,80041,3347,23752,3286,3286,.,3094,3094,.,339,.,.,3347,23752
32,il07,Israel,2007,72746,97611,78292,7476,19319,5082,5082,.,1476,1476,.,170,.,.,7476,19319
33,il07,Israel,2007,74448,113209,92072,4038,21098,4397,4397,.,3550,3550,.,1447,.,.,4038,21098
34,il07,Israel,2007,76189,108675,89295,5911,20247,3903,3903,.,3709,3709,.,4,.,.,5911,20247
35,il07,Israel,2007,78060,105124,83540,6060,21584,4321,4321,.,2720,2720,.,391,.,.,6060,21584
36,il07,Israel,2007,79535,108161,87941,6716,20220,4634,4634,.,3927,3927,.,432,.,.,6716,20220
37,il07,Israel,2007,81188,109101,87698,4905,21402,4246,4246,.,3200,3200,.,354,.,.,4905,21402
38,il07,Israel,2007,82848,109191,88236,6627,20955,4828,4828,.,1639,1639,.,108,.,.,6627,20955
39,il07,Israel,2007,84870,99838,79256,6244,20582,3626,3626,.,3441,3441,.,299,.,.,6244,20582
40,il07,Israel,2007,86616,100912,80369,5218,20543,4592,4592,.,3400,3400,.,453,.,.,5218,20543
41,il07,Israel,2007,88366,99909,79563,6135,21247,4812,4812,.,3774,3774,.,348,.,.,6135,21247
42,il07,Israel,2007,90313,110502,91409,6938,19228,2708,2708,.,5116,5116,.,1210,.,.,6938,19228
43,il07,Israel,2007,92969,112149,86908,5142,25422,4124,4124,.,4061,4061,.,460,.,.,5142,25422
44,il07,Israel,2007,94734,113451,92056,5089,21738,4829,4829,.,3106,3106,.,905,.,.,5089,21738
45,il07,Israel,2007,97110,114025,92979,6671,21045,4516,4516,.,4193,4193,.,1689,.,.,6671,21045
46,il07,Israel,2007,98834,127828,101828,4358,26383,4457,4457,.,3053,3053,.,422,.,.,4358,26383
47,il07,Israel,2007,100813,133958,108281,4432,25677,6914,6914,.,3498,3498,.,1076,.,.,4432,25677
48,il07,Israel,2007,103198,125306,104857,7885,20449,7293,7293,.,4861,4861,.,798,.,.,7885,20449
49,il07,Israel,2007,105839,123809,101057,7670,22752,5068,5068,.,2615,2615,.,340,.,.,7670,22752
50,il07,Israel,2007,108312.5,127730,101629,4528,26101,5384,5384,.,2231,2231,.,951,.,.,4528,26101
51,il07,Israel,2007,109944,123927,103814,6100,19929,5870,5870,.,5433,5433,.,372,.,.,6100,19929
52,il07,Israel,2007,112420,135772,112246,9289,23526,5669,5669,.,5136,5136,.,317,.,.,9289,23526
53,il07,Israel,2007,114820,130234,108615,6624,21619,4648,4648,.,3606,3606,.,1037,.,.,6624,21619
54,il07,Israel,2007,116964,139773,116693,7109,23080,5446,5446,.,3872,3872,.,185,.,.,7109,23080
55,il07,Israel,2007,119247,120804,95514,4277,25290,4206,4206,.,2861,2861,.,984,.,.,4277,25290
56,il07,Israel,2007,121440,137404,109957,6605,27447,4187,4187,.,4543,4543,.,761,.,.,6605,27447
57,il07,Israel,2007,123913,123289,101196,7149,21757,4808,4808,.,4629,4629,.,1507,.,.,7149,21757
58,il07,Israel,2007,126232,131403,106791,5916,24612,4453,4453,.,4061,4061,.,1322,.,.,5916,24612
59,il07,Israel,2007,129015,138500,113449,8577,25327,4373,4373,.,6713,6713,.,744,.,.,8577,25327
60,il07,Israel,2007,131468,122113,99585,7760,20640,5376,5376,.,5351,5351,.,3586,.,.,7760,20640
61,il07,Israel,2007,133845,142365,117506,9375,24966,4134,4134,.,5583,5583,.,1144,.,.,9375,24966
62,il07,Israel,2007,136261,129539,104301,6720,25238,3425,3425,.,4925,4925,.,1462,.,.,6720,25238
63,il07,Israel,2007,139363,146933,121284,5784,25649,6479,6479,.,3943,3943,.,520,.,.,5784,25649
64,il07,Israel,2007,142004,135030,112212,5558,22818,5650,5650,.,4582,4582,.,3545,.,.,5558,22818
65,il07,Israel,2007,144714,157785,134158,8615,23627,7372,7372,.,6803,6803,.,2573,.,.,8615,23627
66,il07,Israel,2007,147253,144192,122308,6971,22221,4015,4015,.,3583,3583,.,2043,.,.,6971,22221
67,il07,Israel,2007,149727,151877,130754,8940,22961,6033,6033,.,6292,6292,.,2146,.,.,8940,22961
68,il07,Israel,2007,153336,171437,146551,7267,24886,6768,6768,.,8503,8503,.,2136,.,.,7267,24886
69,il07,Israel,2007,156712,164291,140481,9292,23807,6771,6771,.,6632,6632,.,1340,.,.,9292,23807
70,il07,Israel,2007,159644,152281,126535,7509,25746,4084,4084,.,3921,3921,.,851,.,.,7509,25746
71,il07,Israel,2007,162541,159410,128261,5796,31149,8600,8600,.,5378,5378,.,2181,.,.,5796,31149
72,il07,Israel,2007,165680,163242,138902,7408,24340,5599,5599,.,7590,7590,.,3033,.,.,7408,24340
73,il07,Israel,2007,168638,155457,132531,8132,22926,3739,3739,.,5674,5674,.,4687,.,.,8132,22926
74,il07,Israel,2007,171542,162744,135917,4629,26828,5950,5950,.,6657,6657,.,3160,.,.,4629,26828
75,il07,Israel,2007,175139,175576,146917,6277,28659,5870,5870,.,6600,6600,.,1924,.,.,6277,28659
76,il07,Israel,2007,179043,162490,136953,6172,25538,10421,10421,.,7576,7576,.,2269,.,.,6172,25538
77,il07,Israel,2007,182094,174060,139006,5130,34056,6792,6792,.,5798,5798,.,2575,.,.,5130,34056
78,il07,Israel,2007,187219,165527,137670,5067,27487,6928,6928,.,7104,7104,.,3919,.,.,5067,27487
79,il07,Israel,2007,191607,182942,155429,7868,25998,6471,6471,.,6966,6966,.,3499,.,.,7868,25998
80,il07,Israel,2007,195996,168370,138554,4710,29817,8517,8517,.,6020,6020,.,3744,.,.,4710,29817
81,il07,Israel,2007,200881,193582,163213,7104,29937,16005,16005,.,10093,10093,.,3905,.,.,7104,29937
82,il07,Israel,2007,205956,183233,151950,5083,31282,7151,7151,.,7167,7167,.,1697,.,.,5083,31282
83,il07,Israel,2007,210484,219384,187807,5748,31577,8622,8622,.,8527,8527,.,6699,.,.,5748,31577
84,il07,Israel,2007,215832,203156,169275,2836,33508,7230,7230,.,9306,9306,.,5336,.,.,2836,33508
85,il07,Israel,2007,221350,195094,161335,3522,33758,6488,6488,.,9429,9429,.,4586,.,.,3522,33758
86,il07,Israel,2007,227621,219437,184883,3436,34555,8337,8337,.,11224,11224,.,6211,.,.,3436,34555
87,il07,Israel,2007,234091,210207,176016,4409,34190,8427,8427,.,12214,12214,.,5002,.,.,4409,34190
88,il07,Israel,2007,240990,211999,176964,3689,35035,8988,8988,.,12947,12947,.,5070,.,.,3689,35035
89,il07,Israel,2007,249098,198997,167540,6826,31457,5429,5429,.,10239,10239,.,12189,.,.,6826,31457
90,il07,Israel,2007,256385,206182,174050,7342,32132,7810,7810,.,10892,10892,.,6777,.,.,7342,32132
91,il07,Israel,2007,266862,253625,218133,9008,35492,5875,5875,.,10630,10630,.,12613,.,.,9008,35492
92,il07,Israel,2007,279788,228467,192610,7205,35857,9134,9134,.,8465,8465,.,8353,.,.,7205,35857
93,il07,Israel,2007,292537,229701,195400,9078,33774,6906,6906,.,11356,11356,.,10931,.,.,9078,33774
94,il07,Israel,2007,305643,226124,191582,6121,34542,5037,5037,.,13233,13233,.,7737,.,.,6121,34542
95,il07,Israel,2007,322800,246376,211457,8307,34919,8868,8868,.,12378,12378,.,15759,.,.,8307,34919
96,il07,Israel,2007,344715,258307,225373,9391,32934,12460,12460,.,10300,10300,.,11428,.,.,9391,32934
97,il07,Israel,2007,372839,289135,254443,13764,34692,10614,10614,.,15475,15475,.,16242,.,.,13764,34692
98,il07,Israel,2007,424155,271135,233189,7198,37946,9120,9120,.,12823,12823,.,25284,.,.,7198,37946
99,il07,Israel,2007,511542,267216,228149,7261,39067,8023,8023,.,10720,10720,.,16327,.,.,7261,39067
100,il07,Israel,2007,.,357433,321039,17029,36394,12012,12012,.,16307,16307,.,15633,.,.,17029,36394
1,il10,Israel,2010,14316,79842,56270,6479,18616,2350,2350,.,5182,5182,.,100,.,.,6479,18616
2,il10,Israel,2010,20244,77485,60278,6734,19319,3211,3211,.,3302,3302,.,578,.,.,6734,19319
3,il10,Israel,2010,24612,69986,47465,4703,23061,4258,4258,.,2057,2057,.,159,.,.,4703,23061
4,il10,Israel,2010,27144,71944,46605,4504,25266,2082,2082,.,2836,2836,.,236,.,.,4504,25266
5,il10,Israel,2010,28908,51399,37215,3734,14154,2659,2659,.,1755,1755,.,200,.,.,3734,14154
6,il10,Israel,2010,30480,50201,31542,4241,19215,2314,2314,.,680,680,.,64,.,.,4241,19215
7,il10,Israel,2010,33024,59367,39789,3366,19540,2543,2543,.,1381,1381,.,18,.,.,3366,19540
8,il10,Israel,2010,35160,70168,47756,5887,22361,4962,4962,.,1300,1300,.,310,.,.,5887,22361
9,il10,Israel,2010,37188,73930,54565,9135,21676,2722,2722,.,2564,2564,.,0,.,.,9135,21676
10,il10,Israel,2010,39404,72045,51418,5177,20627,3272,3272,.,534,534,.,278,.,.,5177,20627
11,il10,Israel,2010,41345,67336,50250,7012,17450,3039,3039,.,889,889,.,260,.,.,7012,17450
12,il10,Israel,2010,43164,74854,56580,7282,19709,3007,3007,.,2598,2598,.,161,.,.,7282,19709
13,il10,Israel,2010,45108,85451,62198,9265,23216,4084,4084,.,1171,1171,.,234,.,.,9265,23216
14,il10,Israel,2010,46971,76037,56883,7014,18619,3626,3626,.,1280,1280,.,1,.,.,7014,18619
15,il10,Israel,2010,49237,93587,63506,5646,29080,2642,2642,.,2575,2575,.,571,.,.,5646,29080
16,il10,Israel,2010,51060,84069,60076,4128,24011,4044,4044,.,1753,1753,.,188,.,.,4128,24011
17,il10,Israel,2010,53040,89764,69237,9836,19511,2852,2852,.,2724,2724,.,221,.,.,9836,19511
18,il10,Israel,2010,54778,83200,67194,7853,16006,2501,2501,.,1963,1963,.,277,.,.,7853,16006
19,il10,Israel,2010,56760,87342,63794,5067,24067,1854,1854,.,2585,2585,.,355,.,.,5067,24067
20,il10,Israel,2010,59072,85051,60400,7055,25559,3100,3100,.,1587,1587,.,58,.,.,7055,25559
21,il10,Israel,2010,61068,95048,73642,9612,22003,2475,2475,.,1938,1938,.,396,.,.,9612,22003
22,il10,Israel,2010,62796,94141,69285,6432,24588,2380,2380,.,1481,1481,.,307,.,.,6432,24588
23,il10,Israel,2010,65112,83110,64771,8066,17076,2428,2428,.,1782,1782,.,416,.,.,8066,17076
24,il10,Israel,2010,66972,91717,74265,11815,17452,2382,2382,.,2815,2815,.,682,.,.,11815,17452
25,il10,Israel,2010,68842,95671,73279,8405,22295,3970,3970,.,2417,2417,.,206,.,.,8405,22295
26,il10,Israel,2010,70920,92641,74539,6996,18832,4058,4058,.,3200,3200,.,450,.,.,6996,18832
27,il10,Israel,2010,72610,104169,75790,6576,27937,3461,3461,.,5285,5285,.,607,.,.,6576,27937
28,il10,Israel,2010,74771,102920,82250,10485,20150,2924,2924,.,3175,3175,.,131,.,.,10485,20150
29,il10,Israel,2010,76593,108085,83647,6998,25802,3328,3328,.,4440,4440,.,128,.,.,6998,25802
30,il10,Israel,2010,78420,120768,103102,10862,17666,7722,7722,.,3402,3402,.,250,.,.,10862,17666
31,il10,Israel,2010,80801,115541,85572,5190,29969,3400,3400,.,4329,4329,.,261,.,.,5190,29969
32,il10,Israel,2010,82464,127274,104512,11396,22852,5007,5007,.,5752,5752,.,349,.,.,11396,22852
33,il10,Israel,2010,84577,126477,94571,3912,32126,3876,3876,.,5268,5268,.,197,.,.,3912,32126
34,il10,Israel,2010,86456,121159,94608,8418,26918,5479,5479,.,4720,4720,.,222,.,.,8418,26918
35,il10,Israel,2010,88621,117745,89441,7575,28304,3874,3874,.,4597,4597,.,37,.,.,7575,28304
36,il10,Israel,2010,90600,123072,94879,5217,28193,2852,2852,.,4283,4283,.,598,.,.,5217,28193
37,il10,Israel,2010,92244,120071,91967,6314,28104,3912,3912,.,4384,4384,.,920,.,.,6314,28104
38,il10,Israel,2010,94085,134800,104947,8851,29853,4903,4903,.,4839,4839,.,415,.,.,8851,29853
39,il10,Israel,2010,97465,124766,93491,6096,31274,4412,4412,.,5056,5056,.,38,.,.,6096,31274
40,il10,Israel,2010,99691,141794,110554,5049,31241,4413,4413,.,4375,4375,.,775,.,.,5049,31241
41,il10,Israel,2010,102477,131686,104245,10212,27877,5853,5853,.,4834,4834,.,1574,.,.,10212,27877
42,il10,Israel,2010,104892,135272,113933,11905,22789,6153,6153,.,3288,3288,.,539,.,.,11905,22789
43,il10,Israel,2010,106767,123298,92258,8304,31040,3531,3531,.,1740,1740,.,455,.,.,8304,31040
44,il10,Israel,2010,108897,141917,110748,7112,31169,6067,6067,.,5115,5115,.,1037,.,.,7112,31169
45,il10,Israel,2010,111132,133563,104352,9505,29210,5187,5187,.,6292,6292,.,245,.,.,9505,29210
46,il10,Israel,2010,113348,127603,98742,5154,29231,3253,3253,.,4376,4376,.,256,.,.,5154,29231
47,il10,Israel,2010,115997,130840,99444,5763,31396,7861,7861,.,4693,4693,.,629,.,.,5763,31396
48,il10,Israel,2010,118705,134760,101508,9833,33838,3362,3362,.,4700,4700,.,423,.,.,9833,33838
49,il10,Israel,2010,121104,130984,103925,8066,27060,2175,2175,.,5576,5576,.,1752,.,.,8066,27060
50,il10,Israel,2010,123803.5,135777,111060,12316,26203,4869,4869,.,5173,5173,.,654,.,.,12316,26203
51,il10,Israel,2010,125931,155001,123581,5725,31420,5438,5438,.,4660,4660,.,1773,.,.,5725,31420
52,il10,Israel,2010,128409,151866,118434,6938,33432,7193,7193,.,4189,4189,.,756,.,.,6938,33432
53,il10,Israel,2010,131160,137341,109344,6415,28110,3832,3832,.,6300,6300,.,1331,.,.,6415,28110
54,il10,Israel,2010,133959,137736,105608,6880,32944,3630,3630,.,3909,3909,.,372,.,.,6880,32944
55,il10,Israel,2010,136709,139227,110638,8554,28590,4505,4505,.,4737,4737,.,1238,.,.,8554,28590
56,il10,Israel,2010,139265,152952,125290,10736,27662,5498,5498,.,8291,8291,.,1328,.,.,10736,27662
57,il10,Israel,2010,142426,145222,117451,11402,26605,3170,3170,.,6599,6599,.,1076,.,.,11402,26605
58,il10,Israel,2010,145178,153979,124555,11007,29424,4919,4919,.,4755,4755,.,794,.,.,11007,29424
59,il10,Israel,2010,148333,150798,119410,8240,31388,4917,4917,.,7967,7967,.,1565,.,.,8240,31388
60,il10,Israel,2010,151604,151897,119663,9624,31963,6472,6472,.,4858,4858,.,2104,.,.,9624,31963
61,il10,Israel,2010,154781,168997,133917,7139,35080,9887,9887,.,5459,5459,.,1591,.,.,7139,35080
62,il10,Israel,2010,158270,185039,153065,9644,31973,5063,5063,.,8480,8480,.,1112,.,.,9644,31973
63,il10,Israel,2010,161313,149206,117945,8155,31260,4645,4645,.,4261,4261,.,636,.,.,8155,31260
64,il10,Israel,2010,164416,157579,125632,5857,31947,5758,5758,.,4996,4996,.,2235,.,.,5857,31947
65,il10,Israel,2010,167879,170816,141677,12294,29139,7454,7454,.,8023,8023,.,1810,.,.,12294,29139
66,il10,Israel,2010,171128,177295,139949,4747,37346,5720,5720,.,7480,7480,.,2038,.,.,4747,37346
67,il10,Israel,2010,174578,174391,143063,8775,31328,6018,6018,.,5295,5295,.,3209,.,.,8775,31328
68,il10,Israel,2010,177957,161488,129744,6209,31744,4494,4494,.,5209,5209,.,1682,.,.,6209,31744
69,il10,Israel,2010,181905,189588,150604,6968,38102,5813,5813,.,9444,9444,.,2352,.,.,6968,38102
70,il10,Israel,2010,184582,172758,138282,8289,34476,5672,5672,.,8198,8198,.,2675,.,.,8289,34476
71,il10,Israel,2010,188912,178996,143723,9187,35273,5744,5744,.,9555,9555,.,2824,.,.,9187,35273
72,il10,Israel,2010,192070,187437,146360,3251,39921,5012,5012,.,7844,7844,.,1570,.,.,3251,39921
73,il10,Israel,2010,196124,171769,138109,7210,33660,7191,7191,.,6163,6163,.,737,.,.,7210,33660
74,il10,Israel,2010,201268,185750,149817,8934,35728,5195,5195,.,10744,10744,.,2956,.,.,8934,35728
75,il10,Israel,2010,205687.5,182046,145751,6986,36295,6728,6728,.,4607,4607,.,2898,.,.,6986,36295
76,il10,Israel,2010,210712,213495,172447,7948,40727,15694,15694,.,8111,8111,.,1010,.,.,7948,40727
77,il10,Israel,2010,215443,208867,172658,11343,36210,6774,6774,.,8868,8868,.,2330,.,.,11343,36210
78,il10,Israel,2010,220182,206537,162363,4806,44174,6227,6227,.,10187,10187,.,4527,.,.,4806,44174
79,il10,Israel,2010,225171,189227,150526,7929,38701,6875,6875,.,6467,6467,.,3659,.,.,7929,38701
80,il10,Israel,2010,229618,195273,154975,6648,40298,5698,5698,.,10714,10714,.,4389,.,.,6648,40298
81,il10,Israel,2010,234770,230793,191123,9485,40951,6742,6742,.,11688,11688,.,6774,.,.,9485,40951
82,il10,Israel,2010,240694,215650,174027,5752,42718,7007,7007,.,10045,10045,.,9193,.,.,5752,42718
83,il10,Israel,2010,247109,225375,183573,6205,41802,5161,5161,.,10224,10224,.,6228,.,.,6205,41802
84,il10,Israel,2010,252549,237823,191627,6938,45644,7928,7928,.,12674,12674,.,7400,.,.,6938,45644
85,il10,Israel,2010,260456,270806,222335,7162,45663,9163,9163,.,16160,16160,.,3481,.,.,7162,45663
86,il10,Israel,2010,267556,214392,168443,6467,45949,6551,6551,.,10811,10811,.,8393,.,.,6467,45949
87,il10,Israel,2010,276681,234654,189081,8297,44129,11375,11375,.,11940,11940,.,8691,.,.,8297,44129
88,il10,Israel,2010,284714,274939,226367,7169,48572,7618,7618,.,10497,10497,.,5816,.,.,7169,48572
89,il10,Israel,2010,292776,246224,202847,9915,43377,6048,6048,.,12735,12735,.,7572,.,.,9915,43377
90,il10,Israel,2010,302165,247973,198328,5630,49645,6341,6341,.,14696,14696,.,11979,.,.,5630,49645
91,il10,Israel,2010,314218,274025,224093,5978,49932,7544,7544,.,10981,10981,.,11647,.,.,5978,49932
92,il10,Israel,2010,327432,247901,203323,5096,44579,7651,7651,.,11446,11446,.,10147,.,.,5096,44579
93,il10,Israel,2010,342974,293370,241315,5058,52056,8829,8829,.,13906,13906,.,11582,.,.,5058,52056
94,il10,Israel,2010,360657,277924,234275,10958,43650,7630,7630,.,18135,18135,.,12146,.,.,10958,43650
95,il10,Israel,2010,380732,309083,258379,9439,50704,9884,9884,.,14668,14668,.,18437,.,.,9439,50704
96,il10,Israel,2010,406982,329161,274764,7071,54398,9655,9655,.,11398,11398,.,12321,.,.,7071,54398
97,il10,Israel,2010,443280,332561,279567,7521,52993,7892,7892,.,13768,13768,.,21526,.,.,7521,52993
98,il10,Israel,2010,495599,341735,282961,5460,58775,9399,9399,.,11601,11601,.,18629,.,.,5460,58775
99,il10,Israel,2010,580921,405374,346924,9445,58450,14520,14520,.,16329,16329,.,29375,.,.,9445,58450
100,il10,Israel,2010,.,429853,373644,12017,56209,9591,9591,.,21362,21362,.,24766,.,.,12017,56209
1,mx08,Mexico,2008,4813,65589,52844,675,9437,1778,1776,3,2520,2520,0,153,.,.,675,9437
2,mx08,Mexico,2008,8751,30944,24635,487,4967,441,439,2,1344,1344,0,21,.,.,487,4967
3,mx08,Mexico,2008,11327,35782,27220,175,7407,656,556,99,1567,1567,0,108,.,.,175,7407
4,mx08,Mexico,2008,13878,35323,27017,474,6607,806,805,0,975,975,0,10,.,.,474,6607
5,mx08,Mexico,2008,15970,32114,24410,498,6588,632,630,2,1102,1102,0,41,.,.,498,6588
6,mx08,Mexico,2008,17938,36179,27989,123,7012,633,627,6,1398,1398,0,60,.,.,123,7012
7,mx08,Mexico,2008,19922,34660,27247,486,6403,987,982,5,1372,1372,0,47,.,.,486,6403
8,mx08,Mexico,2008,21541,38972,29628,496,7904,940,866,74,1705,1705,0,164,.,.,496,7904
9,mx08,Mexico,2008,23350,37324,29596,445,6595,859,817,41,1207,1207,0,104,.,.,445,6595
10,mx08,Mexico,2008,24620,42494,32489,314,9135,578,552,25,1666,1666,0,134,.,.,314,9135
11,mx08,Mexico,2008,26254,41233,33406,736,6683,643,626,17,1928,1928,0,169,.,.,736,6683
12,mx08,Mexico,2008,27843,40755,32408,670,6914,1028,1025,3,2007,2001,5,57,.,.,670,6914
13,mx08,Mexico,2008,29247,43895,35577,386,7297,1124,1117,7,1991,1991,0,247,.,.,386,7297
14,mx08,Mexico,2008,30916,45532,36183,967,7750,1229,863,366,1312,1312,0,528,.,.,967,7750
15,mx08,Mexico,2008,32631,45571,36645,644,7778,884,838,46,2157,2157,0,182,.,.,644,7778
16,mx08,Mexico,2008,34105,47676,37684,513,8399,827,795,32,2531,2531,0,291,.,.,513,8399
17,mx08,Mexico,2008,35363,43869,35137,1240,7538,1218,1168,50,1948,1948,0,111,.,.,1240,7538
18,mx08,Mexico,2008,36709,43717,34888,923,7661,1315,1309,5,1733,1733,0,241,.,.,923,7661
19,mx08,Mexico,2008,38211,49359,39368,655,8913,1450,1386,63,2180,2180,0,180,.,.,655,8913
20,mx08,Mexico,2008,39521,48157,38974,963,7993,919,910,9,3282,3282,0,613,.,.,963,7993
21,mx08,Mexico,2008,40911,52415,42860,774,8214,1824,1823,1,2459,2459,0,295,.,.,774,8214
22,mx08,Mexico,2008,42344,50926,41071,1067,8100,1444,1384,61,2356,2356,0,376,.,.,1068,8100
23,mx08,Mexico,2008,43560,55340,45371,1228,8690,1564,1481,83,3108,3108,0,346,.,.,1228,8690
24,mx08,Mexico,2008,45044,58763,48058,1273,9206,1373,1338,34,3486,3486,0,553,.,.,1273,9206
25,mx08,Mexico,2008,46397,53191,42557,1571,9560,1193,1113,80,3250,3250,0,441,.,.,1571,9560
26,mx08,Mexico,2008,47830,56062,45347,908,8422,1624,1519,105,3345,3345,0,604,.,.,908,8422
27,mx08,Mexico,2008,49095,58276,45194,1364,11900,1341,1237,104,3153,3153,0,428,.,.,1364,11900
28,mx08,Mexico,2008,50367,62240,50854,1406,9922,1106,1027,79,4159,4159,0,689,.,.,1406,9922
29,mx08,Mexico,2008,51721,57162,46690,1526,9528,1158,1083,74,3547,3544,3,420,.,.,1526,9528
30,mx08,Mexico,2008,53153,56040,45671,929,8940,1337,1268,70,3245,3245,0,696,.,.,929,8940
31,mx08,Mexico,2008,54443,62676,51135,1928,9158,1206,1092,114,4006,4006,0,1144,.,.,1928,9158
32,mx08,Mexico,2008,55818,62581,51542,1959,9420,1357,1188,169,4439,4439,0,670,.,.,1959,9420
33,mx08,Mexico,2008,57246,60816,49041,989,10221,1886,1845,40,3326,3326,0,428,.,.,989,10221
34,mx08,Mexico,2008,58597,58602,47936,1939,9094,1351,1098,253,2871,2871,0,800,.,.,1939,9094
35,mx08,Mexico,2008,59963,64901,53938,1692,9544,1353,1276,77,6335,6335,0,979,.,.,1692,9544
36,mx08,Mexico,2008,61367,69640,56156,1532,10619,2001,1964,37,5195,5195,0,772,.,.,1532,10619
37,mx08,Mexico,2008,62762,69511,56238,1519,11781,2247,1884,363,4406,4406,0,658,.,.,1519,11781
38,mx08,Mexico,2008,64174,70528,58728,2635,10842,942,840,101,6525,6525,0,295,.,.,2635,10842
39,mx08,Mexico,2008,65778,66034,54615,1695,9897,1273,1023,249,4026,4026,0,1117,.,.,1695,9897
40,mx08,Mexico,2008,67247,66476,53968,2443,10289,1097,1001,96,3894,3885,9,452,.,.,2443,10289
41,mx08,Mexico,2008,68845,70456,57193,1135,12060,1210,1094,116,4689,4689,0,663,.,.,1136,12060
42,mx08,Mexico,2008,70483,69413,57240,1704,10418,1646,1473,174,4334,4310,24,600,.,.,1704,10418
43,mx08,Mexico,2008,72187,71782,59467,1901,10488,1652,1471,180,4458,4458,0,811,.,.,1901,10488
44,mx08,Mexico,2008,73571,73942,60176,1148,11053,2626,2439,187,4423,4421,2,1524,.,.,1148,11053
45,mx08,Mexico,2008,75188,76331,61780,2087,12581,2026,1703,322,5292,5292,0,1070,.,.,2087,12581
46,mx08,Mexico,2008,76808,77139,63247,3172,12575,1747,1410,337,5453,5453,0,753,.,.,3172,12575
47,mx08,Mexico,2008,78584,77841,63104,1609,12702,1322,1188,134,5015,5015,0,1525,.,.,1609,12702
48,mx08,Mexico,2008,80210,79163,65116,1165,11824,1821,1583,238,6180,6180,0,1133,.,.,1165,11824
49,mx08,Mexico,2008,81870,74787,60867,1800,11142,1822,1536,286,5994,5994,0,1953,.,.,1800,11142
50,mx08,Mexico,2008,83724,80016,65224,2433,13624,1970,1746,225,5046,5046,0,607,.,.,2474,13624
51,mx08,Mexico,2008,85518,80214,65703,1890,11323,2374,2243,132,6102,6070,32,1271,.,.,1898,11323
52,mx08,Mexico,2008,87429,81556,68489,3315,10698,2526,2109,417,6205,6200,5,1147,.,.,3315,10698
53,mx08,Mexico,2008,89278,78798,65065,1977,11815,1912,1660,252,5049,5048,1,1027,.,.,2200,11815
54,mx08,Mexico,2008,91368,90389,76499,2304,11582,2223,2119,105,5511,5489,22,1106,.,.,2304,11582
