quantile,ccyy,cname,year,threshold,hc,hmc,hmchousa,hnchousi,hcmed,hmcmed,hncmed,hceduc,hmceduc,hnceduc,hncbgifte,hncbgiftg,hncbgifto,hchousa,hchousi
92,pl10,Poland,2010,78444,.,55010,237,0,2597,2499,98,1148,1109,38,969,.,794,237,0
93,pl10,Poland,2010,82115,.,55489,420,0,2285,2203,81,1124,1063,61,1313,.,1117,420,0
94,pl10,Poland,2010,86068,.,61012,629,0,2798,2692,106,1193,1043,150,1159,.,822,629,0
95,pl10,Poland,2010,91200,.,63256,426,0,2768,2676,92,1328,1228,100,979,.,821,426,0
96,pl10,Poland,2010,98223,.,62607,441,0,2859,2761,98,1529,1277,252,1308,.,1674,441,0
97,pl10,Poland,2010,108410,.,64182,349,0,2918,2807,111,1319,1165,154,1432,.,1364,349,0
98,pl10,Poland,2010,124100,.,68650,590,0,2855,2729,126,1878,1686,192,1747,.,1027,590,0
99,pl10,Poland,2010,154659,.,76670,785,0,4107,3878,229,2164,1706,458,2126,.,1178,785,0
100,pl10,Poland,2010,.,.,92709,650,0,4510,4192,318,2750,2143,607,2577,.,1616,650,0
1,rs06,Serbia,2006,-644,577687,455600,9973,79681,17021,17021,0,1706,1706,.,.,.,.,9973,79681
2,rs06,Serbia,2006,9780,423871,254477,5002,126115,14604,13790,814,3348,3348,.,.,.,.,5002,126115
3,rs06,Serbia,2006,31200,330744,204825,866,77123,9367,9367,0,1522,1522,.,.,.,.,866,77123
4,rs06,Serbia,2006,48000,259049,147137,2128,61638,12888,12162,726,1302,1302,.,.,.,.,2128,61638
5,rs06,Serbia,2006,60000,280534,195209,551,51755,12089,12089,0,471,471,.,.,.,.,551,51755
6,rs06,Serbia,2006,69098,269146,167503,8378,79127,9693,9693,0,1156,1156,.,.,.,.,8378,79127
7,rs06,Serbia,2006,75600,208777,127606,2320,37873,7574,6601,973,252,252,.,.,.,.,2320,37873
8,rs06,Serbia,2006,82800,238017,160343,6384,52786,11158,10839,320,0,0,.,.,.,.,6384,52786
9,rs06,Serbia,2006,88690,244573,153424,6251,58385,12708,9865,2843,1336,1336,.,.,.,.,6251,58385
10,rs06,Serbia,2006,96000,283121,190760,2497,76594,17764,15863,1901,2476,2476,.,.,.,.,2497,76594
11,rs06,Serbia,2006,99600,272168,185071,2312,61121,11544,11544,0,0,0,.,.,.,.,2312,61121
12,rs06,Serbia,2006,105400,242787,162376,3484,54435,10170,10170,0,0,0,.,.,.,.,3484,54435
13,rs06,Serbia,2006,110476,281330,169586,0,87625,8674,8674,0,374,374,.,.,.,.,0,87625
14,rs06,Serbia,2006,117000,313795,206578,2027,67324,11708,11708,0,0,0,.,.,.,.,2027,67324
15,rs06,Serbia,2006,120000,309157,220056,4749,84046,11375,11375,0,4123,4123,.,.,.,.,4749,84046
16,rs06,Serbia,2006,123994,274857,192288,1813,57836,11558,11461,97,1114,1114,.,.,.,.,1813,57836
17,rs06,Serbia,2006,129746,321374,228040,8479,69020,10415,10415,0,2426,2426,.,.,.,.,8479,69020
18,rs06,Serbia,2006,134400,333785,243775,618,55386,12383,12383,0,525,525,.,.,.,.,618,55386
19,rs06,Serbia,2006,141156,301268,205553,439,89075,14811,14811,0,0,0,.,.,.,.,439,89075
20,rs06,Serbia,2006,144000,249162,147672,0,53812,15151,15151,0,0,0,.,.,.,.,0,53812
21,rs06,Serbia,2006,148452,314272,216048,1624,93595,11385,11385,0,184,184,.,.,.,.,1624,93595
22,rs06,Serbia,2006,153467,304738,204929,5732,82385,15453,15080,373,456,456,.,.,.,.,5732,82385
23,rs06,Serbia,2006,156600,442075,292794,0,106012,13313,13313,0,5168,5168,.,.,.,.,0,106012
24,rs06,Serbia,2006,162888,340187,207462,844,101611,16590,16590,0,566,566,.,.,.,.,844,101611
25,rs06,Serbia,2006,168000,350088,251898,2603,72645,20069,20069,0,867,867,.,.,.,.,2603,72645
26,rs06,Serbia,2006,172868,380384,238554,0,104499,11594,11452,142,2252,2252,.,.,.,.,0,104499
27,rs06,Serbia,2006,179200,365228,245201,1209,105828,13412,13412,0,1063,1063,.,.,.,.,1209,105828
28,rs06,Serbia,2006,180000,323992,243821,0,62579,18008,18008,0,0,0,.,.,.,.,0,62579
29,rs06,Serbia,2006,186000,358123,249340,2416,67354,17099,17049,49,2483,2483,.,.,.,.,2416,67354
30,rs06,Serbia,2006,192000,392644,255432,6156,113106,15214,15214,0,219,219,.,.,.,.,6156,113106
31,rs06,Serbia,2006,195000,341079,235108,5270,76737,14171,14171,0,941,941,.,.,.,.,5270,76737
32,rs06,Serbia,2006,200800,323461,234949,2868,71798,15141,15141,0,526,526,.,.,.,.,2868,71798
33,rs06,Serbia,2006,204000,349133,250536,4942,89259,15790,15790,0,872,872,.,.,.,.,4942,89259
34,rs06,Serbia,2006,208058,430472,315983,7317,72468,20624,20624,0,2613,2613,.,.,.,.,7317,72468
35,rs06,Serbia,2006,215583,428344,278737,4073,125078,12058,12058,0,2293,2293,.,.,.,.,4073,125078
36,rs06,Serbia,2006,218433,367533,268026,2250,64552,11345,11345,0,571,571,.,.,.,.,2250,64552
37,rs06,Serbia,2006,225800,407299,291116,12666,80804,15656,15656,0,4306,4306,.,.,.,.,12666,80804
38,rs06,Serbia,2006,231458,383776,275451,1652,85021,8346,8346,0,3150,3150,.,.,.,.,1652,85021
39,rs06,Serbia,2006,240000,416721,287657,10677,119776,10493,10493,0,5084,5084,.,.,.,.,10677,119776
40,rs06,Serbia,2006,240000,389172,285082,0,71930,7510,7510,0,138,138,.,.,.,.,0,71930
41,rs06,Serbia,2006,246465,384767,277761,1030,70425,15875,15818,57,987,987,.,.,.,.,1030,70425
42,rs06,Serbia,2006,252000,522455,409847,1440,81113,35592,35592,0,7718,7718,.,.,.,.,1440,81113
43,rs06,Serbia,2006,258000,407652,323812,27179,71827,12962,12962,0,3973,3973,.,.,.,.,27179,71827
44,rs06,Serbia,2006,264000,453329,326265,2453,114170,17132,17132,0,415,415,.,.,.,.,2453,114170
45,rs06,Serbia,2006,270895,515696,380109,5784,122408,9475,9475,0,2731,2731,.,.,.,.,5784,122408
46,rs06,Serbia,2006,277200,453927,340882,4813,72110,25417,25417,0,1139,1139,.,.,.,.,4813,72110
47,rs06,Serbia,2006,283298,427721,306937,4537,88263,17601,17588,13,1977,1977,.,.,.,.,4537,88263
48,rs06,Serbia,2006,288000,417064,292002,2633,86277,17852,17852,0,7021,7021,.,.,.,.,2633,86277
49,rs06,Serbia,2006,295200,457473,338705,16635,117642,17228,17228,0,3244,3244,.,.,.,.,16635,117642
50,rs06,Serbia,2006,300000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
51,rs06,Serbia,2006,302400,473522,332037,8208,104427,14687,14687,0,931,931,.,.,.,.,8208,104427
52,rs06,Serbia,2006,309538,554196,405399,10468,121396,11533,11533,0,771,771,.,.,.,.,10468,121396
53,rs06,Serbia,2006,313436,509576,365957,27572,95582,19453,19453,0,5266,5266,.,.,.,.,27572,95582
54,rs06,Serbia,2006,321508,556169,415994,10251,112072,18756,18756,0,11801,11801,.,.,.,.,10251,112072
55,rs06,Serbia,2006,328112.5,500612,379098,11363,89751,29965,29405,560,2636,2636,.,.,.,.,11363,89751
56,rs06,Serbia,2006,336000,486699,366116,4034,98014,10701,10629,72,923,923,.,.,.,.,4034,98014
57,rs06,Serbia,2006,342000,505127,360813,1771,117028,27569,27569,0,2853,2853,.,.,.,.,1771,117028
58,rs06,Serbia,2006,349438,487673,378903,0,97374,27664,27267,398,8508,8508,.,.,.,.,0,97374
59,rs06,Serbia,2006,360000,572202,447735,15629,115585,25642,25642,0,7319,7319,.,.,.,.,15629,115585
60,rs06,Serbia,2006,360320,608713,430375,458,124288,25577,25577,0,6330,6330,.,.,.,.,458,124288
61,rs06,Serbia,2006,371663,492781,358125,1300,93200,33227,33227,0,2584,2584,.,.,.,.,1300,93200
62,rs06,Serbia,2006,378000,531398,379081,3189,100311,21674,21674,0,3579,3579,.,.,.,.,3189,100311
63,rs06,Serbia,2006,384000,534951,368620,0,147145,19125,19125,0,3007,3007,.,.,.,.,0,147145
64,rs06,Serbia,2006,392056,524950,410592,12479,97029,16238,16238,0,12016,12016,.,.,.,.,12479,97029
65,rs06,Serbia,2006,399386.5,603866,451284,16342,110150,17261,17261,0,2111,2111,.,.,.,.,16342,110150
66,rs06,Serbia,2006,408000,535194,402113,10793,106423,18231,18231,0,189,189,.,.,.,.,10793,106423
67,rs06,Serbia,2006,412000,553694,406771,13143,109783,17505,17505,0,2808,2808,.,.,.,.,13143,109783
68,rs06,Serbia,2006,420000,606824,417055,4511,99925,14461,14461,0,5789,5789,.,.,.,.,4511,99925
69,rs06,Serbia,2006,429194,558116,436970,28332,117545,18221,18221,0,3445,3445,.,.,.,.,28332,117545
70,rs06,Serbia,2006,435364,602789,454065,12582,117101,12257,12257,0,5763,5763,.,.,.,.,12582,117101
71,rs06,Serbia,2006,444000,648357,506990,8750,111264,11107,11107,0,10192,10192,.,.,.,.,8750,111264
72,rs06,Serbia,2006,453278,598806,441779,3767,122174,11083,11083,0,4347,4347,.,.,.,.,3767,122174
73,rs06,Serbia,2006,463308,597997,431815,5716,130684,19545,19477,68,4230,4230,.,.,.,.,5716,130684
74,rs06,Serbia,2006,474000,612407,468382,7129,134951,19938,19938,0,6956,6956,.,.,.,.,7129,134951
75,rs06,Serbia,2006,480000,442085,285982,0,60000,0,0,0,0,0,.,.,.,.,0,60000
76,rs06,Serbia,2006,488000,633768,471949,17411,141422,12059,12059,0,9528,9528,.,.,.,.,17411,141422
77,rs06,Serbia,2006,500464,622035,460719,1368,119759,11691,11691,0,5567,5567,.,.,.,.,1368,119759
78,rs06,Serbia,2006,508817,591717,462767,1226,120383,22448,22448,0,4380,4380,.,.,.,.,1226,120383
79,rs06,Serbia,2006,519600,650534,513965,28672,101688,26466,26466,0,2969,2969,.,.,.,.,28672,101688
80,rs06,Serbia,2006,532247,571152,433295,6696,105309,21134,21134,0,1989,1989,.,.,.,.,6696,105309
81,rs06,Serbia,2006,543600,725825,532052,1383,163542,12984,12984,0,17335,17335,.,.,.,.,1383,163542
82,rs06,Serbia,2006,561294,621915,469203,2951,131445,16224,16224,0,10045,10045,.,.,.,.,2951,131445
83,rs06,Serbia,2006,576000,679142,528125,14054,144489,16598,16598,0,11202,11202,.,.,.,.,14054,144489
84,rs06,Serbia,2006,588000,661576,497881,8661,139452,13402,13402,0,1451,1451,.,.,.,.,8661,139452
85,rs06,Serbia,2006,600000,689115,478882,23572,165599,13393,13393,0,5687,5687,.,.,.,.,23572,165599
86,rs06,Serbia,2006,616403,888981,663685,10839,183390,22090,22090,0,8372,8372,.,.,.,.,10839,183390
87,rs06,Serbia,2006,636000,770500,619255,9473,148203,14856,14856,0,10516,10516,.,.,.,.,9473,148203
88,rs06,Serbia,2006,660000,1038380,541229,5056,129841,19626,19626,0,2756,2756,.,.,.,.,5056,129841
89,rs06,Serbia,2006,678833,801256,613366,4938,129027,20098,20098,0,4821,4821,.,.,.,.,4938,129027
90,rs06,Serbia,2006,704073,761570,598273,10979,168703,21532,21532,0,11967,11967,.,.,.,.,10979,168703
91,rs06,Serbia,2006,720000,749770,618680,11484,104642,26012,26012,0,18686,18686,.,.,.,.,11484,104642
92,rs06,Serbia,2006,752000,826134,635124,8520,160655,20318,20318,0,7417,7417,.,.,.,.,8520,160655
93,rs06,Serbia,2006,786050,855568,639602,20520,168123,14655,14655,0,11066,11066,.,.,.,.,20520,168123
94,rs06,Serbia,2006,821989,857343,637456,10353,177720,17545,17545,0,15317,15317,.,.,.,.,10353,177720
95,rs06,Serbia,2006,854797.5,797175,593311,7355,131880,10861,9351,1509,4508,4508,.,.,.,.,7355,131880
96,rs06,Serbia,2006,920000,848671,663528,4531,147600,17900,17900,0,15656,15656,.,.,.,.,4531,147600
97,rs06,Serbia,2006,993138,1018739,791151,24669,184970,29230,29230,0,4992,4992,.,.,.,.,24669,184970
98,rs06,Serbia,2006,1100075,1029490,798721,23776,196317,27567,27567,0,8902,8902,.,.,.,.,23776,196317
99,rs06,Serbia,2006,1332846,1064660,792829,33510,184288,18942,18942,0,12870,12870,.,.,.,.,33510,184288
100,rs06,Serbia,2006,.,1057576,828802,50319,197518,32075,32075,0,23795,23795,.,.,.,.,50319,197518
1,rs10,Serbia,2010,4963,609390,453960,12719,81615,20801,20650,151,7516,7516,.,.,.,.,12719,81615
2,rs10,Serbia,2010,60000,449374,312627,3740,64634,15959,15920,39,2361,2361,.,.,.,.,3740,64634
3,rs10,Serbia,2010,86318,327509,210870,6193,64538,13629,13629,0,725,725,.,.,.,.,6193,64538
4,rs10,Serbia,2010,100800,343238,238049,0,61771,13472,13472,0,3294,3294,.,.,.,.,0,61771
5,rs10,Serbia,2010,114000,244244,146362,1280,43407,12487,12487,0,0,0,.,.,.,.,1280,43407
6,rs10,Serbia,2010,124800,310079,214990,3827,67343,11786,11733,53,2599,2599,.,.,.,.,3827,67343
7,rs10,Serbia,2010,133471,280979,182950,0,66397,15471,15335,137,0,0,.,.,.,.,0,66397
8,rs10,Serbia,2010,144000,298291,205825,630,61089,13212,13212,0,104,104,.,.,.,.,630,61089
9,rs10,Serbia,2010,148934,248920,172255,0,64055,10009,10009,0,20,20,.,.,.,.,0,64055
10,rs10,Serbia,2010,156132,297670,198523,0,66422,15046,15046,0,88,88,.,.,.,.,0,66422
11,rs10,Serbia,2010,166578,261735,180394,0,49755,15145,15145,0,64,64,.,.,.,.,0,49755
12,rs10,Serbia,2010,175870,288009,200654,0,60408,19078,16987,2091,0,0,.,.,.,.,0,60408
13,rs10,Serbia,2010,180000,390091,286286,14802,91788,15765,15765,0,470,470,.,.,.,.,14802,91788
14,rs10,Serbia,2010,188076,333705,238267,5952,66504,16585,16585,0,0,0,.,.,.,.,5952,66504
15,rs10,Serbia,2010,192000,324706,228185,12013,85288,16432,16432,0,580,580,.,.,.,.,12013,85288
16,rs10,Serbia,2010,199129,347234,250991,1520,66216,14518,14518,0,37,37,.,.,.,.,1520,66216
17,rs10,Serbia,2010,204000,370948,263001,1335,88895,16102,16102,0,0,0,.,.,.,.,1335,88895
18,rs10,Serbia,2010,214400,382482,248608,0,97522,28319,28319,0,57,57,.,.,.,.,0,97522
19,rs10,Serbia,2010,216000,357789,239187,206,95780,16068,15821,246,0,0,.,.,.,.,206,95780
20,rs10,Serbia,2010,224104,344277,246365,3777,84872,14025,14025,0,492,492,.,.,.,.,3777,84872
21,rs10,Serbia,2010,233572,401675,266932,1787,109189,14488,14488,0,119,119,.,.,.,.,1787,109189
22,rs10,Serbia,2010,240000,412695,303951,3452,107321,13647,13463,184,1543,1543,.,.,.,.,3452,107321
23,rs10,Serbia,2010,240000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
24,rs10,Serbia,2010,247200,497666,361694,19439,78111,23400,23400,0,5726,5726,.,.,.,.,19439,78111
25,rs10,Serbia,2010,252000,426689,283533,0,128514,14967,14881,87,546,546,.,.,.,.,0,128514
26,rs10,Serbia,2010,262008,366393,285709,0,75496,18148,18148,0,918,918,.,.,.,.,0,75496
27,rs10,Serbia,2010,264000,415405,271165,3075,133735,24121,24036,84,0,0,.,.,.,.,3075,133735
28,rs10,Serbia,2010,270524,380829,328071,0,65683,16065,16065,0,0,0,.,.,.,.,0,65683
29,rs10,Serbia,2010,278400,453282,319025,18917,101061,26551,26551,0,115,115,.,.,.,.,18917,101061
30,rs10,Serbia,2010,285738,434842,310174,1136,89143,19622,19622,0,1536,1536,.,.,.,.,1136,89143
31,rs10,Serbia,2010,292506,481785,317536,8668,127096,22791,22791,0,650,650,.,.,.,.,8668,127096
32,rs10,Serbia,2010,300000,477774,350367,5835,105568,14375,14375,0,2098,2098,.,.,.,.,5835,105568
33,rs10,Serbia,2010,301811,510327,330788,0,52979,20465,20465,0,0,0,.,.,.,.,0,52979
34,rs10,Serbia,2010,312000,475725,318157,0,128804,19307,19182,125,299,299,.,.,.,.,0,128804
35,rs10,Serbia,2010,321791,411334,324561,1993,86684,12316,12316,0,0,0,.,.,.,.,1993,86684
36,rs10,Serbia,2010,332780,450646,323770,0,97059,21337,21337,0,2581,2581,.,.,.,.,0,97059
37,rs10,Serbia,2010,342000,516514,387472,5278,94164,23398,23398,0,624,624,.,.,.,.,5278,94164
38,rs10,Serbia,2010,351831,426594,316842,0,98084,17456,17456,0,1723,1723,.,.,.,.,0,98084
39,rs10,Serbia,2010,360000,527219,389221,6910,133214,16027,16027,0,4036,4036,.,.,.,.,6910,133214
40,rs10,Serbia,2010,360000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
41,rs10,Serbia,2010,368008,506937,392901,3645,83799,20230,20230,0,1029,1029,.,.,.,.,3645,83799
42,rs10,Serbia,2010,375828,597632,448483,0,122078,19171,19171,0,1000,1000,.,.,.,.,0,122078
43,rs10,Serbia,2010,384000,526453,385920,6502,111641,15168,15168,0,5381,5381,.,.,.,.,6502,111641
44,rs10,Serbia,2010,389382,426615,290713,0,79689,20502,20342,160,0,0,.,.,.,.,0,79689
45,rs10,Serbia,2010,397680,544981,415299,6048,112747,22556,22556,0,1907,1907,.,.,.,.,6048,112747
46,rs10,Serbia,2010,408000,520536,389600,15411,79676,17461,17461,0,2975,2975,.,.,.,.,15411,79676
47,rs10,Serbia,2010,416143,505018,398285,4960,116806,29168,29168,0,20524,20524,.,.,.,.,4960,116806
48,rs10,Serbia,2010,422433,592096,432599,13859,127714,16718,16718,0,6721,6721,.,.,.,.,13859,127714
49,rs10,Serbia,2010,432000,559437,407809,0,129569,21891,21891,0,6635,6635,.,.,.,.,0,129569
50,rs10,Serbia,2010,442308,764756,571663,0,151379,8647,8647,0,981,981,.,.,.,.,0,151379
51,rs10,Serbia,2010,454792,575905,403807,3002,131146,21001,21001,0,2352,2352,.,.,.,.,3002,131146
52,rs10,Serbia,2010,457176,622004,475843,5984,149517,14994,14994,0,1906,1906,.,.,.,.,5984,149517
53,rs10,Serbia,2010,468000,538408,398933,3233,96690,22356,22356,0,1096,1096,.,.,.,.,3233,96690
54,rs10,Serbia,2010,478073,586932,431962,11205,115704,23835,23835,0,445,445,.,.,.,.,11205,115704
55,rs10,Serbia,2010,480000,661782,464343,12153,179032,17910,17910,0,3051,3051,.,.,.,.,12153,179032
56,rs10,Serbia,2010,486000,715853,536673,0,104811,51641,51641,0,0,0,.,.,.,.,0,104811
57,rs10,Serbia,2010,494400,586255,428938,12267,139486,15396,15396,0,1053,1053,.,.,.,.,12267,139486
58,rs10,Serbia,2010,504000,563258,431644,0,84941,26048,26048,0,0,0,.,.,.,.,0,84941
59,rs10,Serbia,2010,513000,626877,480142,17730,147707,20867,20867,0,7195,7195,.,.,.,.,17730,147707
60,rs10,Serbia,2010,528000,669274,493225,7455,128079,23709,23709,0,3382,3382,.,.,.,.,7455,128079
61,rs10,Serbia,2010,534680,662838,535832,17628,114465,21331,21331,0,8264,8264,.,.,.,.,17628,114465
62,rs10,Serbia,2010,540000,691199,520481,11745,167833,27061,27061,0,2205,2205,.,.,.,.,11745,167833
63,rs10,Serbia,2010,552000,500318,381007,0,75313,15878,15878,0,786,786,.,.,.,.,0,75313
64,rs10,Serbia,2010,564000,662961,512228,15176,101871,22092,22092,0,945,945,.,.,.,.,15176,101871
65,rs10,Serbia,2010,576000,768755,564467,5508,174864,22717,22717,0,3510,3510,.,.,.,.,5508,174864
66,rs10,Serbia,2010,588000,758151,573199,26967,139595,29977,29977,0,8734,8734,.,.,.,.,26967,139595
67,rs10,Serbia,2010,600000,687015,513858,3543,113342,27538,27426,112,3650,3650,.,.,.,.,3543,113342
68,rs10,Serbia,2010,609600,860584,638269,14420,217703,21140,21140,0,8856,8856,.,.,.,.,14420,217703
69,rs10,Serbia,2010,623271,759659,585396,8269,147368,22914,22914,0,9648,9648,.,.,.,.,8269,147368
70,rs10,Serbia,2010,631314,728243,562081,4999,128963,31619,31619,0,1517,1517,.,.,.,.,4999,128963
71,rs10,Serbia,2010,645600,758588,596039,18644,130608,34546,34546,0,12580,12580,.,.,.,.,18644,130608
72,rs10,Serbia,2010,660000,749858,560962,0,166200,19576,19576,0,3678,3678,.,.,.,.,0,166200
73,rs10,Serbia,2010,672000,729310,550797,13389,166162,18959,18959,0,6908,6908,.,.,.,.,13389,166162
74,rs10,Serbia,2010,685183,768762,585666,30530,135468,19518,19518,0,12155,12155,.,.,.,.,30530,135468
75,rs10,Serbia,2010,701959,768778,599391,2787,157510,29367,29367,0,8727,8727,.,.,.,.,2787,157510
76,rs10,Serbia,2010,719680,785295,608076,17688,133833,29539,29539,0,11996,11996,.,.,.,.,17688,133833
77,rs10,Serbia,2010,724964,912522,686488,6431,198803,24679,24679,0,18179,18179,.,.,.,.,6431,198803
78,rs10,Serbia,2010,742611,805216,663537,2987,128964,24629,24629,0,12976,12976,.,.,.,.,2987,128964
79,rs10,Serbia,2010,754400,837232,648255,1918,162313,18691,18691,0,3702,3702,.,.,.,.,1918,162313
80,rs10,Serbia,2010,768000,759314,602434,6653,122891,22573,22483,90,2293,2293,.,.,.,.,6653,122891
81,rs10,Serbia,2010,781946,924432,713299,28946,189392,21808,21808,0,9661,9661,.,.,.,.,28946,189392
82,rs10,Serbia,2010,804000,845122,687589,2237,128404,22145,22145,0,6047,6047,.,.,.,.,2237,128404
83,rs10,Serbia,2010,828000,859965,656298,37680,154024,26566,26566,0,6443,6443,.,.,.,.,37680,154024
84,rs10,Serbia,2010,848851,903931,724548,7509,148892,21752,21752,0,18952,18952,.,.,.,.,7509,148892
85,rs10,Serbia,2010,878111,763654,579103,0,134632,19266,19266,0,9929,9929,.,.,.,.,0,134632
86,rs10,Serbia,2010,900000,935581,716892,9759,176825,29000,29000,0,5533,5533,.,.,.,.,9759,176825
87,rs10,Serbia,2010,923046,1119345,866717,31381,214259,40858,40858,0,4521,4521,.,.,.,.,31381,214259
88,rs10,Serbia,2010,954240,1077047,843794,17359,200463,21985,21985,0,7719,7719,.,.,.,.,17359,200463
89,rs10,Serbia,2010,972000,1019218,778044,7264,220090,26482,26482,0,14681,14681,.,.,.,.,7264,220090
90,rs10,Serbia,2010,1012800,988592,752737,9610,180087,41277,41277,0,9126,9126,.,.,.,.,9610,180087
91,rs10,Serbia,2010,1044000,987265,762961,6573,176024,18342,18342,0,10676,10676,.,.,.,.,6573,176024
92,rs10,Serbia,2010,1083236,984549,744996,2540,175859,24299,24299,0,13501,13501,.,.,.,.,2540,175859
93,rs10,Serbia,2010,1140000,1031626,781921,20762,162796,24994,24994,0,9559,9559,.,.,.,.,20762,162796
94,rs10,Serbia,2010,1200000,1112151,844667,7362,219878,23151,23151,0,9883,9883,.,.,.,.,7362,219878
95,rs10,Serbia,2010,1245240,1111278,864464,13399,217316,29012,29012,0,9380,9380,.,.,.,.,13399,217316
96,rs10,Serbia,2010,1322275,1022509,748585,4357,195836,22193,22193,0,3124,3124,.,.,.,.,4357,195836
97,rs10,Serbia,2010,1440000,1170666,944475,27574,178095,35257,35257,0,21195,21195,.,.,.,.,27574,178095
98,rs10,Serbia,2010,1566863,1212756,978536,14156,186561,29439,29439,0,7758,7758,.,.,.,.,14156,186561
99,rs10,Serbia,2010,1902000,1297137,1021696,30849,202545,69579,48700,20879,5783,5783,.,.,.,.,30849,202545
100,rs10,Serbia,2010,.,1395056,1139919,18164,179478,26036,26036,0,25134,25134,.,.,.,.,18164,179478
1,si07,Slovenia,2007,3176,8521,6915,155,1550,141,141,.,0,0,.,0,75,.,155,1550
2,si07,Slovenia,2007,4295,9098,6447,234,2113,114,114,.,111,111,.,14,308,.,234,2113
3,si07,Slovenia,2007,4740,7245,5313,24,1522,51,51,.,6,6,.,0,236,.,24,1522
4,si07,Slovenia,2007,5066,7594,5959,55,1404,241,241,.,0,0,.,0,102,.,55,1404
5,si07,Slovenia,2007,5399,7610,5402,136,2020,229,229,.,0,0,.,0,101,.,136,2020
6,si07,Slovenia,2007,5822,8353,5579,159,2370,88,88,.,6,6,.,0,122,.,159,2370
7,si07,Slovenia,2007,6246,9132,6446,269,2393,312,312,.,0,0,.,55,165,.,269,2393
8,si07,Slovenia,2007,6743,8891,6219,89,2154,87,87,.,1,1,.,0,180,.,89,2154
9,si07,Slovenia,2007,7110,10018,7320,132,2399,150,150,.,0,0,.,181,148,.,132,2399
10,si07,Slovenia,2007,7420,10209,7022,186,2295,196,196,.,0,0,.,77,248,.,186,2295
11,si07,Slovenia,2007,7848,9567,6793,203,2309,314,314,.,0,0,.,0,98,.,203,2309
12,si07,Slovenia,2007,8205,10872,7598,252,2394,97,97,.,108,108,.,14,268,.,252,2394
13,si07,Slovenia,2007,8633,9255,6352,136,2551,99,99,.,0,0,.,34,223,.,136,2551
14,si07,Slovenia,2007,9016,10169,7269,65,2410,179,179,.,114,114,.,0,202,.,65,2410
15,si07,Slovenia,2007,9295,11396,8360,158,2292,266,266,.,27,27,.,18,212,.,158,2292
16,si07,Slovenia,2007,9661,13023,9650,195,2788,363,363,.,13,13,.,0,169,.,195,2788
17,si07,Slovenia,2007,9969,11611,8305,86,2871,256,256,.,9,9,.,16,185,.,86,2871
18,si07,Slovenia,2007,10242,14761,10864,194,2565,297,297,.,83,83,.,45,103,.,194,2565
19,si07,Slovenia,2007,10590,12277,8800,479,2258,137,137,.,8,8,.,77,192,.,479,2258
20,si07,Slovenia,2007,10940,11222,8096,158,2510,267,267,.,82,82,.,68,195,.,158,2510
21,si07,Slovenia,2007,11198,11613,8345,99,2646,226,226,.,21,21,.,90,175,.,99,2646
22,si07,Slovenia,2007,11456,12491,9881,232,2176,196,196,.,38,38,.,228,183,.,232,2176
23,si07,Slovenia,2007,11826,13007,9986,201,2894,105,105,.,1,1,.,114,98,.,201,2894
24,si07,Slovenia,2007,12075,14055,9748,268,2856,343,343,.,1,1,.,102,427,.,268,2856
25,si07,Slovenia,2007,12370,15485,11627,182,3024,271,271,.,62,62,.,98,215,.,182,3024
26,si07,Slovenia,2007,12645,13146,9694,153,3083,189,189,.,47,47,.,24,184,.,153,3083
27,si07,Slovenia,2007,12884,15545,11605,342,3190,145,145,.,15,15,.,55,93,.,342,3190
28,si07,Slovenia,2007,13059,14239,10586,256,3168,180,180,.,21,21,.,98,248,.,256,3168
29,si07,Slovenia,2007,13315,14198,10573,228,2987,274,274,.,40,40,.,129,204,.,228,2987
30,si07,Slovenia,2007,13570,16287,11681,206,3871,210,210,.,34,34,.,207,148,.,206,3871
31,si07,Slovenia,2007,13777,15497,11827,451,2791,226,226,.,45,45,.,160,137,.,451,2791
32,si07,Slovenia,2007,14008,15470,11262,181,3853,166,166,.,242,242,.,47,163,.,181,3853
33,si07,Slovenia,2007,14235,14514,11107,218,2817,243,243,.,111,111,.,87,168,.,218,2817
34,si07,Slovenia,2007,14465,14722,10983,206,3193,318,318,.,2,2,.,14,165,.,206,3193
