quantile, ccyy, threshold, hc, hnceduc, hceduc, hmceduc, hcmed, hcbgiftg, hncbgiftg
92, pe10, 46421, 39386.764, 308.39151, 2485.2406, 2176.8491, 3160.4009, 1403.184, 1403.184
93, pe10, 49186, 40221.526, 661.00939, 2903.4085, 2242.3991, 4019.338, 1939.2629, 1939.2629
94, pe10, 52194, 40331.132, 350.64151, 2651.0094, 2300.3679, 3455.533, 1463.0047, 1463.0047
95, pe10, 56357, 43404.835, 526.65566, 3161.2877, 2634.6321, 3452.6651, 1413.5849, 1413.5849
96, pe10, 62213, 45053.292, 375.33019, 3057.7075, 2682.3774, 3877.4104, 1546.1368, 1546.1368
97, pe10, 69358, 47967.737, 452.20188, 3632.23, 3180.0282, 3484.3146, 1142.1972, 1142.1972
98, pe10, 80549, 55559.858, 642.16509, 4084.4009, 3442.2406, 6213.1085, 2591.3962, 2591.3962
99, pe10, 103403, 56834.406, 448.05189, 4215.1321, 3767.0802, 4979.1132, 1960.2311, 1960.2311
100, pe10, ., 73829.09, 846.0283, 6578.2311, 5732.2028, 8500.7311, 3126.3066, 3126.3066
1, pl10, 4200, ., 0, 263.888, 263.888, 1262.7733, ., .
2, pl10, 7565, ., 0, 93.727273, 93.727273, 548.63102, ., .
3, pl10, 9000, ., 0, 15.684492, 15.684492, 639.32086, ., .
4, pl10, 10036, ., 0, 36.096257, 36.096257, 916.8984, ., .
5, pl10, 10872, ., 0, 5.8395722, 5.8395722, 979.5615, ., .
6, pl10, 11683, ., 2.5668449, 25.026738, 22.459893, 866.01872, ., .
7, pl10, 12277, ., 0, 35.935829, 35.935829, 977.06417, ., .
8, pl10, 12960, ., 2.0942408, 20.314136, 18.219895, 979.12565, ., .
9, pl10, 13580, ., 0, 29.618529, 29.618529, 976.6594, ., .
10, pl10, 14268, ., 0, 27.765957, 27.765957, 913.53457, ., .
11, pl10, 14801, ., 0, 9.0645161, 9.0645161, 1128.9624, ., .
12, pl10, 15427, ., 3.5294118, 86.048128, 82.518717, 1003.7861, ., .
13, pl10, 15900, ., 0, 24.15873, 24.15873, 1058.3889, ., .
14, pl10, 16464, ., 0, 21.421622, 21.421622, 1122.3135, ., .
15, pl10, 17004, ., 0, 31.46875, 31.46875, 1117.6979, ., .
16, pl10, 17520, ., 3.6263736, 55.549451, 51.923077, 1237.7775, ., .
17, pl10, 18000, ., 0, 24.494845, 24.494845, 1086.701, ., .
18, pl10, 18496, ., 0, 36.696133, 36.696133, 1190.6878, ., .
19, pl10, 19016, ., 6.1930295, 45.201072, 39.008043, 1160.6059, ., .
20, pl10, 19440, ., 17.967914, 69.786096, 51.818182, 1171.2139, ., .
21, pl10, 19962, ., 2.6951872, 68.053476, 65.358289, 1195.508, ., .
22, pl10, 20440, ., 12.834225, 135.24064, 122.40642, 1169.0267, ., .
23, pl10, 20964, ., 0, 185.14973, 185.14973, 1376.2353, ., .
24, pl10, 21491, ., 0, 134.81818, 134.81818, 1235.2834, ., .
25, pl10, 21867, ., 0, 71.229947, 71.229947, 1115.6738, ., .
26, pl10, 22392, ., 2.106383, 151.26596, 149.15957, 1168.3298, ., .
27, pl10, 22885, ., 8.6863271, 92.335121, 83.648794, 1213.8499, ., .
28, pl10, 23444, ., 0, 62.951872, 62.951872, 1227.8182, ., .
29, pl10, 24000, ., 5.1470588, 127.63419, 122.48713, 1302.8787, ., .
30, pl10, 24264, ., 46.601942, 289.63107, 243.02913, 1398.4515, ., .
31, pl10, 24806, ., 4.8387097, 128.3629, 123.52419, 1185.129, ., .
32, pl10, 25272, ., 1.6, 148.92267, 147.32267, 1275.8373, ., .
33, pl10, 25800, ., 4.7368421, 164.05263, 159.31579, 1390.3974, ., .
34, pl10, 26400, ., 5.1974522, 170.84076, 165.64331, 1365.9873, ., .
35, pl10, 26765, ., 0, 121.90406, 121.90406, 1264.0406, ., .
36, pl10, 27276, ., 6, 141.30481, 135.30481, 1406.0107, ., .
37, pl10, 27740, ., 13.494652, 115.13904, 101.64439, 1369.1337, ., .
38, pl10, 28355, ., 31.093333, 230.16533, 199.072, 1481.0853, ., .
39, pl10, 28812, ., 0, 133.12567, 133.12567, 1365.9947, ., .
40, pl10, 29316, ., 3.8605898, 87.957105, 84.096515, 1565.118, ., .
41, pl10, 29849, ., 10.802139, 149.14973, 138.34759, 1333.5829, ., .
42, pl10, 30140, ., 0, 163, 163, 1302.3093, ., .
43, pl10, 30600, ., 10.55409, 203.85752, 193.30343, 1537.0343, ., .
44, pl10, 31161, ., 8.7567568, 139.44054, 130.68378, 1601.0703, ., .
45, pl10, 31602, ., 32.815013, 269.96247, 237.14745, 1439.681, ., .
46, pl10, 32118, ., 14.973262, 299.1123, 284.13904, 1595.2086, ., .
47, pl10, 32544, ., 7.4666667, 253.888, 246.42133, 1296.6507, ., .
48, pl10, 33068, ., 6, 266.0508, 260.0508, 1520.1898, ., .
49, pl10, 33600, ., 0, 230.53034, 230.53034, 1545.9011, ., .
50, pl10, 34080, ., 14.48366, 233.35621, 218.87255, 1607.6797, ., .
51, pl10, 34680, ., 21.344086, 277.05376, 255.70968, 1508.086, ., .
52, pl10, 35223, ., 1.6085791, 238.01877, 236.41019, 1401.563, ., .
53, pl10, 35832, ., 8.5561497, 218.59893, 210.04278, 1556.0294, ., .
54, pl10, 36092, ., 1.0695187, 310.15241, 309.08289, 1317.8717, ., .
55, pl10, 36643, ., 0, 301.66578, 301.66578, 1621.4358, ., .
56, pl10, 37200, ., 14.328, 262.31467, 247.98667, 1738.184, ., .
57, pl10, 37800, ., 19.309278, 311.64691, 292.33763, 1533.0644, ., .
58, pl10, 38400, ., 24.22658, 401.5098, 377.28322, 1462.3442, ., .
59, pl10, 38893, ., 26.181818, 312.48, 286.29818, 1750.2364, ., .
60, pl10, 39600, ., 23.875278, 275.4343, 251.55902, 1740.1091, ., .
61, pl10, 40200, ., 0, 280.59259, 280.59259, 1588.4969, ., .
62, pl10, 40800, ., 28.515789, 398.97105, 370.45526, 1377.15, ., .
63, pl10, 41484, ., 22.973761, 397.97959, 375.00583, 1561.3644, ., .
64, pl10, 42009, ., 11.518717, 391.84225, 380.32353, 1598.3316, ., .
65, pl10, 42732, ., 8.6170213, 420.36702, 411.75, 1927.1117, ., .
66, pl10, 43404, ., 21.983914, 550.15013, 528.16622, 1653.1984, ., .
67, pl10, 44120, ., 23.754011, 375.48663, 351.73262, 1962.9679, ., .
68, pl10, 44784, ., 0, 470.552, 470.552, 1481.88, ., .
69, pl10, 45600, ., .93676815, 459.43794, 458.50117, 1843.5855, ., .
70, pl10, 46338, ., 52.5, 466.04688, 413.54688, 1735.5906, ., .
71, pl10, 47063, ., 14.652406, 558.75668, 544.10428, 1958.4679, ., .
72, pl10, 48000, ., 62.743539, 691.49901, 628.75547, 1876.4076, ., .
73, pl10, 48637, ., 31.836735, 596.26122, 564.42449, 1708.5347, ., .
74, pl10, 49496, ., 26.256684, 423.29947, 397.04278, 1837.9198, ., .
75, pl10, 50400, ., 22.293333, 471.312, 449.01867, 1736.92, ., .
76, pl10, 51600, ., 53.773585, 444.30896, 390.53538, 1668.5943, ., .
77, pl10, 52605, ., 77.283951, 427.84568, 350.56173, 1942.6019, ., .
78, pl10, 53628, ., 41.550802, 785.17914, 743.62834, 1771.2834, ., .
79, pl10, 54648, ., 20.855615, 590.29947, 569.44385, 2227.5027, ., .
80, pl10, 55835, ., 35.882353, 595.6738, 559.79144, 1728.9759, ., .
81, pl10, 56961, ., 35.721925, 863.73262, 828.0107, 1816.7567, ., .
82, pl10, 58320, ., 44.544, 669.17333, 624.62933, 2327.2427, ., .
83, pl10, 59882, ., 64.289544, 727.70241, 663.41287, 2211.0992, ., .
84, pl10, 61040, ., 53.512, 896.24533, 842.73333, 1673.1707, ., .
85, pl10, 62538, ., 119.67914, 772.34492, 652.66578, 2040.016, ., .
86, pl10, 64282, ., 34.224599, 737.08824, 702.86364, 2064.5695, ., .
87, pl10, 66000, ., 73.787879, 655.5202, 581.73232, 2078.8485, ., .
88, pl10, 67968, ., 63.022727, 718.30114, 655.27841, 2179.7244, ., .
89, pl10, 70104, ., 18.524064, 913.36364, 894.83957, 2435.5294, ., .
90, pl10, 72480, ., 113.92, 730.06133, 616.14133, 2471.792, ., .
91, pl10, 75288, ., 16.470588, 948.74332, 932.27273, 2502.2059, ., .
92, pl10, 78444, ., 24.919786, 965.97861, 941.05882, 2742.8369, ., .
93, pl10, 82115, ., 83.743316, 1095.0267, 1011.2834, 2220.1364, ., .
94, pl10, 86068, ., 121.92513, 1038.139, 916.2139, 2669.1631, ., .
95, pl10, 91200, ., 128.16976, 1296.748, 1168.5782, 2666.0318, ., .
96, pl10, 98223, ., 225.87601, 1419.2803, 1193.4043, 2964.8383, ., .
97, pl10, 108410, ., 149.51872, 1222.3957, 1072.877, 2939.4866, ., .
98, pl10, 124100, ., 189.46524, 1700.016, 1510.5481, 2768.9064, ., .
99, pl10, 154659, ., 349.73262, 1858.5588, 1508.8262, 3852.1176, ., .
100, pl10, ., ., 635.82888, 2671.2567, 2035.4278, 4436.0642, ., .
